timestamp,temp_entrada_c,temp_saida_c,vazao_m3_h,potencia_kw,pressao_oleo_bar,nivel_tanque_pct
2026-01-02 07:15:00,27.38,22.47,93.23,147.49,2.73,64.8
2026-01-02 07:20:00,26.75,22.43,92.41,137.62,2.68,67.0
2026-01-02 07:25:00,26.3,21.49,88.23,148.7,2.82,65.9
2026-01-02 07:30:00,27.2,22.7,95.98,144.13,2.83,67.1
2026-01-02 07:35:00,26.69,22.26,92.0,135.94,2.76,67.5
2026-01-02 07:40:00,26.83,22.22,94.13,146.12,2.79,66.2
2026-01-02 07:45:00,27.13,22.46,90.31,141.74,2.8,64.7
2026-01-02 07:50:00,26.4,21.86,91.71,138.29,2.84,67.0
2026-01-02 07:55:00,26.49,21.64,89.88,145.78,2.8,66.1
2026-01-02 08:00:00,26.4,21.82,95.06,141.66,2.68,69.3
2026-01-02 08:05:00,26.61,21.67,92.68,151.69,2.88,65.9
2026-01-02 08:10:00,26.92,22.16,92.75,145.41,2.82,66.4
2026-01-02 08:15:00,26.94,22.43,95.15,141.75,2.73,65.8
2026-01-02 08:20:00,26.88,22.42,94.57,143.01,2.7,65.2
2026-01-02 08:25:00,26.46,22.2,93.52,140.37,2.8,64.9
2026-01-02 08:30:00,26.24,21.5,87.98,145.53,2.75,65.7
2026-01-02 08:35:00,26.83,22.26,89.72,145.29,2.79,66.1
2026-01-02 08:40:00,26.7,22.64,88.88,135.05,2.82,67.0
2026-01-02 08:45:00,26.94,22.42,93.13,141.4,2.74,65.7
2026-01-02 08:50:00,27.0,22.58,91.67,142.87,2.71,64.5
2026-01-02 08:55:00,26.86,21.83,87.69,147.3,2.8,64.7
2026-01-02 09:00:00,27.02,22.81,90.62,135.89,2.75,63.2
2026-01-02 09:05:00,26.89,22.62,87.28,141.2,2.79,67.7
2026-01-02 09:10:00,26.97,22.07,90.81,151.1,2.71,64.3
2026-01-02 09:15:00,26.67,21.7,86.73,146.24,2.78,66.6
2026-01-02 09:20:00,26.8,22.37,92.12,138.03,2.84,65.5
2026-01-02 09:25:00,26.9,22.44,91.67,144.04,2.83,65.6
2026-01-02 09:30:00,27.06,22.3,95.42,147.41,2.75,64.9
2026-01-02 09:35:00,26.76,22.74,92.69,134.29,2.73,63.9
2026-01-02 09:40:00,26.99,22.86,89.44,133.4,2.8,63.6
2026-01-02 09:45:00,26.8,22.28,92.47,141.82,2.84,67.6
2026-01-02 09:50:00,26.84,21.87,86.85,146.43,2.83,65.2
2026-01-02 09:55:00,27.09,22.61,87.87,137.18,2.78,66.7
2026-01-02 10:00:00,26.39,21.78,91.03,142.14,2.83,67.0
2026-01-02 10:05:00,26.57,21.71,84.73,145.08,2.9,64.3
2026-01-02 10:10:00,26.52,21.43,89.96,147.78,2.83,65.6
2026-01-02 10:15:00,26.32,21.9,87.42,140.97,2.72,65.0
2026-01-02 10:20:00,26.74,22.18,90.15,144.7,2.83,63.1
2026-01-02 10:25:00,27.1,22.09,87.13,149.96,2.95,64.6
2026-01-02 10:30:00,26.85,22.68,90.81,134.34,2.75,65.7
2026-01-02 10:35:00,26.98,22.18,89.72,146.71,2.83,64.1
2026-01-02 10:40:00,27.21,22.92,93.1,137.6,2.82,64.3
2026-01-02 10:45:00,27.27,22.71,89.54,137.08,2.84,64.5
2026-01-02 10:50:00,26.93,22.46,87.53,141.03,2.85,67.9
2026-01-02 10:55:00,27.29,23.01,88.76,136.94,2.91,62.0
2026-01-02 11:00:00,26.99,22.71,85.94,143.55,2.84,65.5
2026-01-02 11:05:00,26.76,22.18,90.24,145.65,2.92,64.3
2026-01-02 11:10:00,26.83,22.07,90.63,146.11,2.84,63.7
2026-01-02 11:15:00,26.62,22.15,95.25,141.35,2.83,64.2
2026-01-02 11:20:00,26.77,22.26,87.45,140.21,2.81,65.6
2026-01-02 11:25:00,26.91,22.28,88.26,138.68,2.74,65.7
2026-01-02 11:30:00,27.21,22.97,87.42,130.44,2.87,64.9
2026-01-02 11:35:00,27.45,22.78,89.31,139.76,2.98,66.2
2026-01-02 11:40:00,26.68,22.0,89.66,142.53,2.88,66.5
2026-01-02 11:45:00,27.13,22.01,88.5,142.74,2.9,65.8
2026-01-02 11:50:00,26.79,22.41,91.28,136.73,2.84,63.7
2026-01-02 11:55:00,27.17,22.82,86.94,136.37,2.85,65.2
2026-01-02 12:00:00,27.03,22.38,90.88,141.78,2.92,65.2
2026-01-02 12:05:00,26.62,21.96,89.69,140.32,2.99,63.2
2026-01-02 12:10:00,27.31,23.0,88.24,135.84,2.96,62.1
2026-01-02 12:15:00,26.94,22.6,87.41,142.29,2.92,61.4
2026-01-02 12:20:00,26.97,22.4,94.19,143.92,2.88,64.5
2026-01-02 12:25:00,26.84,22.62,86.01,133.41,2.89,64.8
2026-01-02 12:30:00,26.96,22.63,88.72,136.92,2.83,62.6
2026-01-02 12:35:00,27.24,22.79,86.03,138.3,2.79,65.9
2026-01-02 12:40:00,27.1,22.43,92.3,140.66,2.81,64.5
2026-01-02 12:45:00,27.24,22.97,89.98,134.12,2.89,66.3
2026-01-02 12:50:00,27.25,23.31,85.99,133.95,2.87,64.8
2026-01-02 12:55:00,27.51,23.58,88.9,129.88,2.8,62.7
2026-01-02 13:00:00,27.1,23.02,88.19,130.11,2.89,64.9
2026-01-02 13:05:00,26.83,22.76,86.18,132.58,2.87,65.2
2026-01-02 13:10:00,27.48,23.13,89.3,137.96,2.82,63.4
2026-01-02 13:15:00,27.14,23.05,88.31,127.54,2.87,62.0
2026-01-02 13:20:00,27.51,23.31,87.8,134.98,2.88,64.3
2026-01-02 13:25:00,27.34,23.16,87.09,137.22,2.86,62.6
2026-01-02 13:30:00,27.22,22.96,88.2,137.37,2.96,65.8
2026-01-02 13:35:00,27.35,22.66,87.63,149.13,2.79,63.5
2026-01-02 13:40:00,27.77,23.24,87.13,143.55,2.78,66.6
2026-01-02 13:45:00,27.81,23.45,85.31,141.28,2.91,60.9
2026-01-02 13:50:00,27.32,23.09,91.08,144.62,2.91,64.2
2026-01-02 13:55:00,27.35,23.12,84.15,137.14,2.93,66.1
2026-01-02 14:00:00,27.6,23.17,87.78,138.86,2.88,62.6
2026-01-02 14:05:00,27.13,22.65,85.84,141.8,2.86,63.7
2026-01-02 14:10:00,27.44,23.33,90.97,132.56,2.91,63.3
2026-01-02 14:15:00,27.36,23.02,84.25,136.68,2.89,62.9
2026-01-02 14:20:00,27.46,23.64,84.6,126.66,3.01,64.3
2026-01-02 14:25:00,27.18,22.81,83.95,138.0,2.9,61.9
2026-01-02 14:30:00,27.01,22.5,87.11,137.48,2.92,63.7
2026-01-02 14:35:00,26.9,22.66,82.81,132.53,3.07,64.6
2026-01-02 14:40:00,27.15,22.4,84.98,144.05,2.91,63.5
2026-01-02 14:45:00,27.33,23.25,80.73,131.36,2.96,62.3
2026-01-02 14:50:00,27.38,23.04,86.64,131.22,2.96,65.3
2026-01-02 14:55:00,27.95,23.68,84.73,131.23,2.97,64.8
2026-01-02 15:00:00,27.76,23.5,82.19,131.34,2.94,62.1
2026-01-02 15:05:00,27.26,23.01,88.56,133.28,2.94,61.7
2026-01-02 15:10:00,27.6,23.3,82.51,136.72,2.94,62.2
2026-01-02 15:15:00,27.42,22.94,87.71,139.88,2.9,64.5
2026-01-02 15:20:00,27.47,22.86,83.9,143.57,2.95,64.0
2026-01-02 15:25:00,27.6,23.34,89.6,138.53,3.05,64.8
2026-01-02 15:30:00,27.72,23.26,87.41,142.04,3.01,63.1
2026-01-02 15:35:00,27.49,23.42,82.95,134.0,2.95,62.2
2026-01-02 15:40:00,27.86,23.42,83.12,138.27,2.99,64.9
2026-01-02 15:45:00,27.32,23.27,86.86,135.89,2.88,62.7
2026-01-02 15:50:00,27.62,23.12,84.63,141.78,2.92,63.8
2026-01-02 15:55:00,28.28,23.5,84.8,144.31,3.0,61.1
2026-01-02 16:00:00,27.71,23.51,88.35,138.89,3.03,62.6
2026-01-02 16:05:00,28.02,24.35,83.24,119.18,2.89,64.9
2026-01-02 16:10:00,27.7,23.62,85.28,131.85,2.91,62.3
2026-01-02 16:15:00,27.84,23.32,87.38,138.83,3.07,64.6
2026-01-02 16:20:00,27.69,23.35,86.95,140.51,2.95,59.9
2026-01-02 16:25:00,27.68,23.42,84.48,140.06,3.05,62.5
2026-01-02 16:30:00,27.54,23.09,84.09,133.7,2.96,63.0
2026-01-02 16:35:00,27.86,23.55,80.41,139.51,2.96,65.9
2026-01-02 16:40:00,27.55,23.06,82.06,134.77,2.93,61.5
2026-01-02 16:45:00,27.95,23.53,85.44,134.35,3.0,64.2
2026-01-02 16:50:00,28.07,23.51,84.25,139.02,3.03,64.8
2026-01-02 16:55:00,27.9,23.64,84.73,134.44,2.88,62.1
2026-01-02 17:00:00,27.75,23.36,87.08,133.17,2.93,62.6
2026-01-02 17:05:00,27.95,23.87,81.46,134.06,3.0,63.4
2026-01-02 17:10:00,27.78,23.77,83.79,133.44,2.94,60.9
2026-01-02 17:15:00,28.1,23.52,84.79,143.35,2.92,62.4
2026-01-02 17:20:00,27.43,23.22,82.51,132.77,3.01,65.0
2026-01-02 17:25:00,27.82,23.47,87.8,137.15,3.02,63.8
2026-01-02 17:30:00,27.42,23.24,86.44,134.29,2.92,62.8
2026-01-02 17:35:00,27.56,23.56,84.84,136.39,2.96,63.2
2026-01-02 17:40:00,28.28,24.15,88.55,125.74,2.88,63.9
2026-01-02 17:45:00,28.18,23.7,80.27,135.0,2.9,64.1
2026-01-02 17:50:00,27.79,23.53,83.95,135.25,2.96,62.1
2026-01-02 17:55:00,27.61,23.92,84.83,123.59,2.95,65.2
2026-01-02 18:00:00,27.26,23.2,53.027,144.056,2.64,64.9
2026-01-02 18:05:00,27.88,23.33,54.970499999999994,153.318,2.66,63.9
2026-01-02 18:10:00,28.64,24.59,52.65650000000001,142.483,2.64,61.6
2026-01-02 18:15:00,28.16,24.51,55.542500000000004,139.227,2.73,61.3
2026-01-02 18:20:00,27.92,23.35,56.1145,156.442,2.58,62.3
2026-01-02 18:25:00,28.19,23.93,54.808,148.08200000000002,2.64,62.9
2026-01-02 18:30:00,27.7,23.63,51.324,143.011,2.59,60.1
2026-01-02 18:35:00,28.03,24.04,52.7345,143.12100000000004,2.72,63.5
2026-01-02 18:40:00,28.15,23.8,55.1915,150.403,2.59,64.6
2026-01-02 18:45:00,28.12,24.18,54.28150000000001,137.61,2.7,63.5
2026-01-02 18:50:00,28.35,23.99,49.842000000000006,150.27100000000002,2.8,61.6
2026-01-02 18:55:00,28.25,24.05,56.212,146.85000000000002,2.8,61.4
2026-01-02 19:00:00,28.35,24.22,54.3855,150.59000000000003,2.59,63.1
2026-01-02 19:05:00,28.03,23.93,52.806,147.35600000000002,2.71,62.4
2026-01-02 19:10:00,28.44,24.42,55.731,148.87400000000002,2.64,63.2
2026-01-02 19:15:00,28.63,24.32,52.988,145.70600000000002,2.62,63.4
2026-01-02 19:20:00,28.0,24.17,52.9425,139.854,2.69,64.2
2026-01-02 19:25:00,28.03,24.4,54.6195,134.365,2.77,60.8
2026-01-02 19:30:00,28.6,24.41,56.9075,146.06900000000002,2.73,62.8
2026-01-02 19:35:00,28.24,24.04,56.62800000000001,152.427,2.65,61.9
2026-01-02 19:40:00,28.65,24.5,54.548,151.811,2.73,62.3
2026-01-02 19:45:00,28.2,24.07,54.691,142.802,2.56,63.7
2026-01-02 19:50:00,28.69,24.75,55.2045,142.175,2.65,63.8
2026-01-02 19:55:00,28.38,24.16,51.8505,146.806,2.64,64.4
2026-01-02 20:00:00,28.42,24.42,54.9185,146.53100000000003,2.69,63.0
2026-01-02 20:05:00,28.76,24.87,52.65650000000001,136.13600000000002,2.68,62.1
2026-01-02 20:10:00,28.3,24.37,54.3465,137.885,2.68,61.9
2026-01-02 20:15:00,28.16,23.66,53.436499999999995,154.044,2.68,59.7
2026-01-02 20:20:00,28.3,24.74,54.6,130.834,2.69,64.2
2026-01-02 20:25:00,28.54,24.42,53.956500000000005,144.727,2.72,61.7
2026-01-02 20:30:00,28.05,24.48,48.75,135.91600000000003,2.69,62.9
2026-01-02 20:35:00,28.62,24.65,54.015,144.95800000000003,2.67,63.2
2026-01-02 20:40:00,28.34,24.46,54.749500000000005,141.955,2.71,60.3
2026-01-02 20:45:00,28.77,25.31,54.4115,134.233,2.73,60.7
2026-01-02 20:50:00,27.9,23.83,53.5015,148.06,2.65,64.4
2026-01-02 20:55:00,28.31,24.44,56.322500000000005,143.935,2.67,62.5
2026-01-02 21:00:00,28.1,24.66,54.13850000000001,132.96800000000002,2.75,61.2
2026-01-02 21:05:00,28.33,24.16,54.327,147.35600000000002,2.61,61.8
2026-01-02 21:10:00,28.61,24.29,55.302,151.217,2.78,63.6
2026-01-02 21:15:00,28.52,24.19,54.177499999999995,155.40800000000002,2.59,63.4
2026-01-02 21:20:00,28.51,24.47,52.1105,146.90500000000003,2.65,59.7
2026-01-02 21:25:00,28.55,24.59,49.595,146.11300000000003,2.61,64.4
2026-01-02 21:30:00,28.65,24.38,52.767,146.39900000000003,2.8,63.3
2026-01-02 21:35:00,28.36,24.0,54.7625,148.75300000000001,2.64,61.6
2026-01-02 21:40:00,28.81,24.58,52.936,146.77300000000002,2.64,60.1
2026-01-02 21:45:00,28.81,25.11,54.801500000000004,139.084,2.64,63.4
2026-01-02 21:50:00,28.75,24.77,53.729,140.525,2.67,62.5
2026-01-02 21:55:00,28.81,24.77,55.562000000000005,149.578,2.64,59.6
2026-01-02 22:00:00,28.75,25.28,52.981500000000004,138.10500000000002,2.65,61.4
2026-01-02 22:05:00,29.2,25.16,54.21000000000001,143.935,2.45,66.4
2026-01-02 22:10:00,28.68,24.2,54.26200000000001,154.462,2.66,61.7
2026-01-02 22:15:00,28.64,24.56,55.86750000000001,146.83900000000003,2.66,60.6
2026-01-02 22:20:00,28.54,24.26,50.6415,150.095,2.72,60.1
2026-01-02 22:25:00,28.48,24.53,52.663,138.578,2.73,64.3
2026-01-02 22:30:00,28.44,24.55,54.7755,142.14200000000002,2.64,62.9
2026-01-02 22:35:00,28.54,24.54,55.9,144.62800000000001,2.7,63.7
2026-01-02 22:40:00,28.76,25.06,53.768,141.16300000000004,2.58,61.9
2026-01-02 22:45:00,28.87,25.22,52.897,136.07000000000002,2.69,63.4
2026-01-02 22:50:00,28.81,24.6,54.5935,139.62300000000002,2.61,60.2
2026-01-02 22:55:00,28.62,24.39,54.769000000000005,144.73800000000003,2.57,61.7
2026-01-02 23:00:00,29.04,25.41,52.767,137.632,2.63,61.9
2026-01-02 23:05:00,29.01,24.89,53.8785,146.454,2.72,63.5
2026-01-02 23:10:00,28.8,24.94,55.2565,147.862,2.65,61.9
2026-01-02 23:15:00,28.69,24.73,56.4005,146.32200000000003,2.72,60.4
2026-01-02 23:20:00,29.0,25.01,54.535000000000004,144.47400000000002,2.59,61.5
2026-01-02 23:25:00,28.92,24.8,53.391000000000005,145.87100000000004,2.69,58.8
2026-01-02 23:30:00,28.52,24.63,53.228500000000004,145.75,2.59,57.8
2026-01-02 23:35:00,28.88,24.66,54.216499999999996,145.92600000000002,2.64,62.5
2026-01-02 23:40:00,28.97,25.03,53.124500000000005,142.45000000000002,2.64,60.7
2026-01-02 23:45:00,28.69,24.67,53.612,140.734,2.66,60.8
2026-01-02 23:50:00,28.97,25.32,51.584,142.26300000000003,2.63,62.5
2026-01-02 23:55:00,28.57,24.18,55.4125,152.46,2.57,63.3
2026-01-03 00:00:00,29.27,25.31,51.447500000000005,140.47000000000003,2.67,62.0
2026-01-03 00:05:00,29.26,25.24,52.598000000000006,143.78100000000003,2.72,64.0
2026-01-03 00:10:00,28.9,25.45,53.455999999999996,136.51,2.58,61.9
2026-01-03 00:15:00,29.06,25.42,56.537000000000006,138.226,2.5,61.5
2026-01-03 00:20:00,28.37,24.23,52.611,144.419,2.64,61.4
2026-01-03 00:25:00,28.7,24.79,52.221000000000004,139.92000000000002,2.58,59.1
2026-01-03 00:30:00,28.92,25.57,52.4095,134.145,2.59,62.4
2026-01-03 00:35:00,28.73,24.65,55.9975,145.18900000000002,2.63,57.3
2026-01-03 00:40:00,29.19,25.5,48.737,135.839,2.57,60.1
2026-01-03 00:45:00,29.52,25.34,51.68150000000001,141.94400000000002,2.58,61.0
2026-01-03 00:50:00,28.73,24.93,57.7525,142.43900000000002,2.59,59.7
2026-01-03 00:55:00,28.82,24.95,54.275,141.57,2.68,60.2
2026-01-03 01:00:00,29.1,24.99,51.5255,144.15500000000003,2.59,63.6
2026-01-03 01:05:00,29.45,25.86,53.25450000000001,137.852,2.51,62.5
2026-01-03 01:10:00,28.75,25.19,53.436499999999995,139.293,2.51,59.8
2026-01-03 01:15:00,29.13,25.37,54.7105,142.81300000000002,2.59,60.1
2026-01-03 01:20:00,29.53,25.51,56.329,147.04800000000003,2.51,58.8
2026-01-03 01:25:00,28.66,25.19,53.976000000000006,134.69500000000002,2.48,61.8
2026-01-03 01:30:00,28.76,25.38,52.474500000000006,131.681,2.61,60.3
2026-01-03 01:35:00,28.98,24.98,54.639,141.07500000000002,2.61,57.7
2026-01-03 01:40:00,28.97,25.32,52.234,135.817,2.55,60.8
2026-01-03 01:45:00,29.3,25.61,51.70100000000001,138.49,2.59,61.3
2026-01-03 01:50:00,29.17,25.84,50.5245,129.36,2.58,62.1
2026-01-03 01:55:00,28.67,25.05,50.849500000000006,137.203,2.6,60.5
2026-01-03 02:00:00,29.25,25.46,51.948,136.79600000000002,2.6,60.0
2026-01-03 02:05:00,28.98,24.96,51.499500000000005,138.18200000000002,2.4,63.5
2026-01-03 02:10:00,29.45,25.86,53.9305,140.14000000000001,2.54,60.5
2026-01-03 02:15:00,28.98,24.78,51.4865,145.02400000000003,2.58,61.6
2026-01-03 02:20:00,28.98,25.37,74.37,120.97,2.78,59.7
2026-01-03 02:25:00,29.28,25.67,79.63,121.22,2.8,61.5
2026-01-03 02:30:00,29.34,25.18,81.08,134.36,2.84,58.2
2026-01-03 02:35:00,29.26,25.44,80.77,132.15,2.8,59.7
2026-01-03 02:40:00,28.73,25.1,86.1,124.99,2.88,58.6
2026-01-03 02:45:00,29.29,25.57,80.79,125.94,2.86,59.4
2026-01-03 02:50:00,28.91,24.8,84.55,136.18,2.78,62.2
2026-01-03 02:55:00,29.23,25.1,82.32,127.49,2.77,59.4
2026-01-03 03:00:00,28.81,25.26,82.28,130.22,2.61,61.3
2026-01-03 03:05:00,29.29,25.54,80.32,134.14,2.76,62.5
2026-01-03 03:10:00,28.98,25.19,82.29,119.55,2.7,60.2
2026-01-03 03:15:00,28.86,25.35,80.55,122.96,2.79,61.7
2026-01-03 03:20:00,29.36,25.62,82.91,125.03,2.78,61.0
2026-01-03 03:25:00,29.25,25.49,81.92,126.4,2.81,60.3
2026-01-03 03:30:00,29.03,25.0,80.18,129.82,2.85,61.2
2026-01-03 03:35:00,29.55,25.5,85.04,134.71,2.76,62.9
2026-01-03 03:40:00,29.08,25.42,83.66,125.87,2.9,59.1
2026-01-03 03:45:00,29.2,25.51,81.5,123.45,2.78,58.6
2026-01-03 03:50:00,29.26,25.35,83.01,129.24,2.68,58.5
2026-01-03 03:55:00,29.04,25.44,82.47,126.48,2.72,61.5
2026-01-03 04:00:00,29.31,25.43,80.54,125.38,2.73,61.7
2026-01-03 04:05:00,29.06,25.35,82.92,121.9,2.79,59.1
2026-01-03 04:10:00,29.1,25.6,81.22,129.15,2.69,56.7
2026-01-03 04:15:00,29.54,26.04,80.44,121.12,2.73,58.9
2026-01-03 04:20:00,28.94,24.84,78.78,131.29,2.74,60.7
2026-01-03 04:25:00,28.6,24.9,81.98,125.12,2.72,59.7
2026-01-03 04:30:00,29.6,25.46,84.33,135.14,2.79,60.1
2026-01-03 04:35:00,29.84,26.24,81.21,130.09,2.78,59.0
2026-01-03 04:40:00,29.1,25.3,89.28,131.13,2.81,61.3
2026-01-03 04:45:00,28.71,24.39,85.23,131.88,2.72,60.3
2026-01-03 04:50:00,29.12,25.66,86.31,119.54,2.81,60.6
2026-01-03 04:55:00,29.13,25.87,85.08,119.08,2.65,59.9
2026-01-03 05:00:00,29.15,25.1,87.76,131.93,2.65,60.5
2026-01-03 05:05:00,28.92,25.4,81.2,118.32,2.65,60.3
2026-01-03 05:10:00,29.34,25.62,76.8,128.07,2.73,58.2
2026-01-03 05:15:00,29.32,25.75,82.13,121.28,2.8,60.2
2026-01-03 05:20:00,28.82,25.03,84.68,132.71,2.69,60.8
2026-01-03 05:25:00,29.36,25.88,83.7,128.91,2.69,61.3
2026-01-03 05:30:00,29.7,26.03,84.06,125.65,2.7,60.1
2026-01-03 05:35:00,29.23,25.4,86.71,130.59,2.75,58.0
2026-01-03 05:40:00,29.1,25.63,84.41,119.63,2.68,58.3
2026-01-03 05:45:00,29.14,25.6,85.49,126.56,2.68,58.8
2026-01-03 05:50:00,29.33,25.7,81.19,123.64,2.63,59.7
2026-01-03 05:55:00,28.74,25.38,80.84,117.74,2.67,59.2
2026-01-03 06:00:00,29.21,25.6,87.66,125.26,2.78,57.7
2026-01-03 06:05:00,29.07,25.33,83.93,126.0,2.71,57.6
2026-01-03 06:10:00,29.62,26.01,82.16,124.11,2.66,56.2
2026-01-03 06:15:00,29.11,25.47,82.21,128.41,2.77,54.6
2026-01-03 06:20:00,29.57,25.87,82.19,124.14,2.66,59.1
2026-01-03 06:25:00,28.87,25.33,82.09,129.28,2.78,62.7
2026-01-03 06:30:00,29.29,25.41,80.7,124.86,2.78,61.9
2026-01-03 06:35:00,29.22,25.16,80.21,136.37,2.7,57.7
2026-01-03 06:40:00,28.92,25.33,83.52,122.0,2.6,59.4
2026-01-03 06:45:00,29.18,25.35,82.58,128.41,2.83,56.9
2026-01-03 06:50:00,29.43,25.78,86.88,125.08,2.71,57.2
2026-01-03 06:55:00,29.04,25.24,84.89,127.38,2.67,57.3
2026-01-03 07:00:00,28.69,24.6,84.87,135.31,2.74,58.7
2026-01-03 07:05:00,29.11,25.27,82.4,132.94,2.73,58.8
2026-01-03 07:10:00,28.88,25.62,84.01,123.77,2.76,59.4
2026-01-03 07:15:00,29.01,25.2,85.27,127.58,2.64,60.0
2026-01-03 07:20:00,29.07,25.06,86.21,132.45,2.7,58.5
2026-01-03 07:25:00,28.66,25.01,84.24,123.7,2.61,59.0
2026-01-03 07:30:00,28.68,24.72,87.23,128.23,2.72,57.3
2026-01-03 07:35:00,29.19,25.66,84.6,120.91,2.67,56.9
2026-01-03 07:40:00,28.93,25.61,86.62,120.45,2.69,56.6
2026-01-03 07:45:00,28.42,24.68,83.47,127.98,2.66,59.8
2026-01-03 07:50:00,29.25,25.99,80.22,113.73,2.66,58.3
2026-01-03 07:55:00,29.11,25.47,85.48,126.06,2.62,56.0
2026-01-03 08:00:00,28.86,24.84,86.68,136.71,2.72,58.7
2026-01-03 08:05:00,28.7,25.48,86.36,123.48,2.76,56.9
2026-01-03 08:10:00,29.23,25.85,86.04,120.65,2.63,61.2
2026-01-03 08:15:00,29.1,25.66,84.17,118.77,2.7,57.8
2026-01-03 08:20:00,29.6,25.92,83.08,127.76,2.69,59.7
2026-01-03 08:25:00,29.1,25.49,86.54,118.98,2.66,60.3
2026-01-03 08:30:00,29.09,25.04,86.28,135.84,2.57,57.2
2026-01-03 08:35:00,28.94,25.0,83.88,129.72,2.58,58.7
2026-01-03 08:40:00,29.18,25.35,88.11,134.98,2.61,59.4
2026-01-03 08:45:00,29.12,25.38,83.19,122.01,2.53,58.7
2026-01-03 08:50:00,29.27,25.47,84.0,131.04,2.74,59.1
2026-01-03 08:55:00,28.81,25.33,89.61,124.4,2.68,56.5
2026-01-03 09:00:00,28.83,24.91,87.76,129.79,2.66,59.3
2026-01-03 09:05:00,28.81,25.38,84.75,118.69,2.53,57.7
2026-01-03 09:10:00,29.11,25.2,86.43,132.23,2.55,59.0
2026-01-03 09:15:00,29.28,25.28,86.16,133.74,2.66,59.8
2026-01-03 09:20:00,28.78,25.03,78.97,131.98,2.77,59.4
2026-01-03 09:25:00,28.78,25.12,83.64,129.13,2.61,58.9
2026-01-03 09:30:00,28.95,25.15,85.84,126.94,2.71,59.3
2026-01-03 09:35:00,28.8,25.82,85.14,113.34,2.62,59.3
2026-01-03 09:40:00,29.09,25.31,86.71,124.43,2.66,60.5
2026-01-03 09:45:00,28.28,24.61,88.99,131.86,2.73,58.2
2026-01-03 09:50:00,28.63,24.93,85.42,124.64,2.63,58.5
2026-01-03 09:55:00,28.63,24.75,83.65,133.91,2.61,59.6
2026-01-03 10:00:00,28.23,24.54,87.17,128.83,2.74,57.5
2026-01-03 10:05:00,28.56,25.14,85.61,123.94,2.65,56.2
2026-01-03 10:10:00,28.56,24.89,86.1,125.89,2.72,58.9
2026-01-03 10:15:00,28.73,25.0,85.83,129.53,2.61,57.8
2026-01-03 10:20:00,29.05,25.31,92.23,128.97,2.73,56.3
2026-01-03 10:25:00,28.69,24.94,81.1,125.87,2.67,58.8
2026-01-03 10:30:00,28.49,24.52,85.79,133.31,2.68,60.2
2026-01-03 10:35:00,28.72,25.28,86.82,123.04,2.66,55.6
2026-01-03 10:40:00,28.98,25.23,84.95,125.44,2.62,59.5
2026-01-03 10:45:00,28.46,24.43,89.22,134.68,2.65,54.2
2026-01-03 10:50:00,28.47,25.19,89.07,121.34,2.62,57.3
2026-01-03 10:55:00,28.82,25.06,86.99,129.77,2.71,60.7
2026-01-03 11:00:00,28.62,25.05,86.5,123.99,2.64,57.4
2026-01-03 11:05:00,28.82,25.2,86.97,122.64,2.56,58.0
2026-01-03 11:10:00,28.64,25.15,87.06,129.5,2.55,59.0
2026-01-03 11:15:00,28.81,25.13,87.2,131.74,2.55,55.2
2026-01-03 11:20:00,28.36,24.18,86.99,137.27,2.69,57.9
2026-01-03 11:25:00,28.61,25.2,88.17,122.06,2.58,57.9
2026-01-03 11:30:00,28.54,25.11,89.49,122.96,2.67,60.5
2026-01-03 11:35:00,28.28,24.88,84.6,126.55,2.66,55.9
2026-01-03 11:40:00,28.18,24.02,85.12,132.82,2.65,57.1
2026-01-03 11:45:00,28.73,25.12,83.45,123.46,2.68,56.3
2026-01-03 11:50:00,28.45,24.73,90.06,133.95,2.66,56.1
2026-01-03 11:55:00,28.27,24.65,88.59,126.5,2.49,59.3
2026-01-03 12:00:00,28.49,25.0,89.3,130.08,2.63,57.6
2026-01-03 12:05:00,28.78,25.11,84.54,122.31,2.68,56.8
2026-01-03 12:10:00,27.92,23.57,92.65,139.8,2.75,56.8
2026-01-03 12:15:00,28.1,24.02,86.73,139.3,2.76,56.7
2026-01-03 12:20:00,28.23,24.71,88.75,125.19,2.57,56.8
2026-01-03 12:25:00,28.81,24.91,90.54,130.31,2.64,55.6
2026-01-03 12:30:00,28.5,24.97,86.01,121.17,2.56,57.1
2026-01-03 12:35:00,28.61,25.31,87.18,124.64,2.75,56.9
2026-01-03 12:40:00,28.12,24.12,89.07,129.97,2.72,56.3
2026-01-03 12:45:00,28.11,24.08,95.84,133.9,2.68,57.6
2026-01-03 12:50:00,28.49,24.48,89.52,128.81,2.67,57.7
2026-01-03 12:55:00,28.38,24.75,92.86,132.19,2.74,56.5
2026-01-03 13:00:00,28.49,24.78,91.93,131.96,2.74,57.1
2026-01-03 13:05:00,28.29,24.35,89.91,131.46,2.73,60.5
2026-01-03 13:10:00,28.39,24.54,86.59,126.12,2.69,60.5
2026-01-03 13:15:00,28.34,24.69,91.79,132.31,2.64,55.7
2026-01-03 13:20:00,28.49,25.13,85.47,120.77,2.71,55.9
2026-01-03 13:25:00,28.48,24.69,93.29,126.64,2.72,55.6
2026-01-03 13:30:00,27.86,23.83,89.86,127.63,2.66,58.8
2026-01-03 13:35:00,27.69,24.22,82.81,121.06,2.65,56.6
2026-01-03 13:40:00,28.48,24.56,88.66,126.72,2.74,57.5
